"ID"	"adj.P.Val"	"P.Value"	"F"	"Gene.symbol"	"Gene.title"
"180310_s_at"	"8.93e-03"	"9.88e-05"	"17.9446"	"chat-1"	"CDC50 family protein chat-1"
"178773_at"	"8.93e-03"	"9.91e-05"	"17.93345"	"T13F3.6"	"hypothetical protein"
"179682_at"	"8.98e-03"	"1.00e-04"	"17.88301"	"C31H5.6"	"hypothetical protein"
"193627_at"	"8.98e-03"	"1.00e-04"	"17.88236"	"ahcy-1"	"Adenosylhomocysteinase"
"177100_at"	"9.27e-03"	"1.04e-04"	"17.742"	"clec-71"	"C-type LECtin"
"174748_at"	"9.42e-03"	"1.06e-04"	"17.66334"	"srap-1"	"Serine Rich Adhesion Protein-like"
"191956_at"	"9.58e-03"	"1.08e-04"	"17.58163"	"asp-3"	"Aspartic protease 3"
"189584_s_at"	"9.66e-03"	"1.10e-04"	"17.53513"	"F41E6.5"	"hypothetical protein"
"172403_x_at"	"1.02e-02"	"1.16e-04"	"17.32288"	"math-27"	"MATH (meprin-associated Traf homology) domain containing"
"191886_s_at"	"1.04e-02"	"1.19e-04"	"17.23817"	"C05C10.3"	"Probable succinyl-CoA:3-ketoacid coenzyme A transferase, mitochondrial"
"182195_at"	"1.04e-02"	"1.19e-04"	"17.22225"	"fbxa-166"	"F-box A protein"
"189163_at"	"1.04e-02"	"1.20e-04"	"17.20071"	"cyp-25A2"	"CYtochrome P450 family"
"187461_at"	"1.04e-02"	"1.20e-04"	"17.19331"	"Y104H12D.2///Y104H12D.4"	"hypothetical protein///hypothetical protein"
"190216_s_at"	"1.04e-02"	"1.21e-04"	"17.16579"	"sucl-2"	"SUCcinyl-CoA Ligase, alpha subunit"
"173015_s_at"	"1.05e-02"	"1.23e-04"	"17.11584"	"Y54G2A.37///clec-81"	"hypothetical protein///CLEC-81"
"176529_at"	"1.05e-02"	"1.23e-04"	"17.09034"	"smf-3"	"yeast SMF (divalent cation transporter) homolog"
"174531_at"	"1.06e-02"	"1.25e-04"	"17.04973"	"C25H3.12"	"hypothetical protein"
"175317_s_at"	"1.08e-02"	"1.27e-04"	"16.97198"	"E02D9.1"	"hypothetical protein"
"179276_s_at"	"1.08e-02"	"1.29e-04"	"16.93128"	"fbxa-180///C18D4.8"	"pseudo///pseudo"
"172762_x_at"	"1.08e-02"	"1.29e-04"	"16.92649"	"H28G03.5///Y57E12AL.3"	"pseudo///pseudo"
"171986_x_at"	"1.09e-02"	"1.30e-04"	"16.90116"	"fip-2"	"Fungus-Induced Protein"
"172874_x_at"	"1.10e-02"	"1.32e-04"	"16.84409"	"his-20///his-8///his-54///his-22///his-52"	"Histone H2B 2///Histone H2B 2///Histone H2B 2///Histone H2B 2///Histone H2B 2"
"190367_at"	"1.10e-02"	"1.33e-04"	"16.80858"	"nhr-210"	"Nuclear Hormone Receptor family"
"184500_s_at"	"1.10e-02"	"1.33e-04"	"16.80543"	"C23H5.8"	"hypothetical protein"
"192251_at"	"1.10e-02"	"1.34e-04"	"16.79008"	"cpt-2"	"Carnitine Palmitoyl Transferase"
"174552_s_at"	"1.10e-02"	"1.34e-04"	"16.78579"	"lea-1"	"plant Late Embryo Abundant (LEA) related"
"176775_at"	"1.13e-02"	"1.38e-04"	"16.65856"	"tmem-135"	"TMEM (human TransMEMbrane protein) homolog"
"190541_at"	"1.13e-02"	"1.39e-04"	"16.64972"	"C30G12.2"	"hypothetical protein"
"182487_s_at"	"1.14e-02"	"1.40e-04"	"16.60888"	"pho-1"	"Intestinal acid phosphatase"
"189457_at"	"1.14e-02"	"1.41e-04"	"16.58907"	"cyp-34A9"	"CYtochrome P450 family"
"183381_at"	"1.14e-02"	"1.41e-04"	"16.58279"	"C50F7.5"	"hypothetical protein"
"172367_x_at"	"1.14e-02"	"1.41e-04"	"16.58142"	"math-26"	"MATH (meprin-associated Traf homology) domain containing"
"177786_at"	"1.16e-02"	"1.44e-04"	"16.5094"	"F44A6.5"	"hypothetical protein"
"180536_at"	"1.18e-02"	"1.48e-04"	"16.42058"	"C27H5.6"	"hypothetical protein"
"174277_s_at"	"1.19e-02"	"1.49e-04"	"16.38272"	"W01C8.5"	"hypothetical protein"
"176691_at"	"1.19e-02"	"1.49e-04"	"16.38029"	"C45B2.1"	"hypothetical protein"
"185280_at"	"1.19e-02"	"1.51e-04"	"16.35327"	"H43E16.1"	"hypothetical protein"
"183702_at"	"1.22e-02"	"1.54e-04"	"16.25929"	"K05B2.4"	"hypothetical protein"
"191512_at"	"1.22e-02"	"1.55e-04"	"16.2493"	"sptl-3"	"Serine palmitoyltransferase 3"
"191407_s_at"	"1.23e-02"	"1.57e-04"	"16.20847"	"F21D5.3"	"hypothetical protein"
"191013_s_at"	"1.23e-02"	"1.57e-04"	"16.19633"	"T02G5.4///kat-1"	"pseudo///Acetyl-CoA acetyltransferase homolog, mitochondrial"
"180727_at"	"1.23e-02"	"1.58e-04"	"16.18354"	"F49F1.5"	"hypothetical protein"
"190726_at"	"1.25e-02"	"1.62e-04"	"16.09324"	"slc-28.1"	"SLC (SoLute Carrier) homolog"
"188661_s_at"	"1.25e-02"	"1.63e-04"	"16.07625"	"tni-1"	"Troponin I 1"
"172766_x_at"	"1.25e-02"	"1.63e-04"	"16.07461"	"Y57E12AL.3"	"pseudo"
"185425_at"	"1.25e-02"	"1.63e-04"	"16.07154"	"clec-4"	"C-type LECtin"
"194150_x_at"	"1.25e-02"	"1.64e-04"	"16.05286"	"mtl-2"	"Metallothionein-2"
"189641_at"	"1.27e-02"	"1.66e-04"	"15.99632"	"F53F1.2"	"hypothetical protein"
"172404_x_at"	"1.30e-02"	"1.71e-04"	"15.88655"	"T07F10.5"	"hypothetical protein"
"185203_s_at"	"1.31e-02"	"1.73e-04"	"15.85231"	"Y53C12B.2"	"RNA-binding protein pno-1"
"190496_s_at"	"1.32e-02"	"1.75e-04"	"15.81112"	"pod-2"	"hypothetical protein"
"194059_at"	"1.33e-02"	"1.77e-04"	"15.77369"	"acox-2"	"Acyl-coenzyme A oxidase"
"190934_s_at"	"1.33e-02"	"1.77e-04"	"15.76991"	"crt-1"	"Calreticulin"
"177059_at"	"1.34e-02"	"1.79e-04"	"15.73818"	"clec-72"	"C-type LECtin"
"179772_at"	"1.34e-02"	"1.80e-04"	"15.72036"	"F42C5.4"	"hypothetical protein"
"183263_s_at"	"1.34e-02"	"1.80e-04"	"15.71002"	"F59B1.8"	"hypothetical protein"
"173319_s_at"	"1.34e-02"	"1.81e-04"	"15.69116"	"T19D12.6"	"hypothetical protein"
"191977_at"	"1.34e-02"	"1.82e-04"	"15.67825"	"gpi-1"	"Glucose-6-phosphate isomerase"
"173229_s_at"	"1.34e-02"	"1.82e-04"	"15.66968"	"Y54E10BR.4"	"hypothetical protein"
"181034_at"	"1.35e-02"	"1.84e-04"	"15.63062"	"Y9C9A.8"	"hypothetical protein"
"174792_s_at"	"1.35e-02"	"1.84e-04"	"15.62925"	"B0303.11"	"Uncharacterized amino-acid permease B0303.11"
"188849_at"	"1.35e-02"	"1.86e-04"	"15.59934"	"C56E6.2"	"hypothetical protein"
"185465_at"	"1.36e-02"	"1.87e-04"	"15.57908"	"C14C11.4"	"hypothetical protein"
"173691_s_at"	"1.38e-02"	"1.91e-04"	"15.50888"	"best-24"	"Bestrophin homolog 24"
"190359_at"	"1.38e-02"	"1.91e-04"	"15.49898"	"acs-7"	"fatty Acid CoA Synthetase family"
"185286_at"	"1.38e-02"	"1.92e-04"	"15.4967"	"tag-293"	"hypothetical protein"
"191712_s_at"	"1.38e-02"	"1.93e-04"	"15.47317"	"icl-1"	"Malate synthase"
"187999_at"	"1.38e-02"	"1.93e-04"	"15.4708"	"lea-1"	"plant Late Embryo Abundant (LEA) related"
"194048_at"	"1.39e-02"	"1.95e-04"	"15.43925"	"B0250.5"	"Probable 3-hydroxyisobutyrate dehydrogenase, mitochondrial"
"190999_at"	"1.42e-02"	"2.01e-04"	"15.33466"	"T20B3.1"	"hypothetical protein"
"191012_at"	"1.42e-02"	"2.01e-04"	"15.33198"	"kat-1"	"Acetyl-CoA acetyltransferase homolog, mitochondrial"
"188163_s_at"	"1.42e-02"	"2.01e-04"	"15.32726"	"catp-3"	"Cation transporting ATPase"
"173508_at"	"1.43e-02"	"2.04e-04"	"15.28732"	"ivd-1"	"IsoValeryl-CoA Dehydrogenase"
"187649_at"	"1.43e-02"	"2.04e-04"	"15.27929"	"C05D11.5"	"Putative hydroxypyruvate isomerase"
"178017_s_at"	"1.43e-02"	"2.04e-04"	"15.27843"	"F01D5.1"	"hypothetical protein"
"186289_at"	"1.44e-02"	"2.08e-04"	"15.22148"	"F55G1.15"	"hypothetical protein"
"171909_s_at"	"1.45e-02"	"2.08e-04"	"15.20984"	"ril-2"	"RNAi-Induced Longevity"
"178128_at"	"1.45e-02"	"2.11e-04"	"15.16748"	"F01D5.3"	"hypothetical protein"
"191459_s_at"	"1.45e-02"	"2.11e-04"	"15.16573"	"F39B2.3"	"hypothetical protein"
"188487_s_at"	"1.45e-02"	"2.12e-04"	"15.14899"	"mtl-2"	"Metallothionein-2"
"176360_at"	"1.45e-02"	"2.12e-04"	"15.14873"	"R13A5.10"	"hypothetical protein"
"189080_at"	"1.45e-02"	"2.13e-04"	"15.13514"	"R02D3.1"	"hypothetical protein"
"177487_at"	"1.48e-02"	"2.16e-04"	"15.07712"	"C29F3.7"	"hypothetical protein"
"183248_at"	"1.49e-02"	"2.20e-04"	"15.01731"	"R05A10.4"	"UPF0375 protein R05A10.4"
"191020_at"	"1.49e-02"	"2.21e-04"	"15.01444"	"cdf-2"	"Cation Diffusion Facilitator family"
"194090_s_at"	"1.49e-02"	"2.21e-04"	"15.00312"	"nhr-21"	"Nuclear Hormone Receptor family"
"177783_at"	"1.49e-02"	"2.22e-04"	"14.99524"	"ZK6.11"	"hypothetical protein"
"193652_s_at"	"1.50e-02"	"2.24e-04"	"14.96541"	"sec-61"	"yeast SEC homolog"
"182418_s_at"	"1.51e-02"	"2.26e-04"	"14.9382"	"F11C1.5"	"hypothetical protein"
"189304_at"	"1.51e-02"	"2.27e-04"	"14.91717"	"cyp-35A3"	"CYtochrome P450 family"
"172426_x_at"	"1.54e-02"	"2.31e-04"	"14.85728"	"F20A1.1"	"hypothetical protein"
"193419_at"	"1.55e-02"	"2.34e-04"	"14.81207"	"F35B12.9"	"hypothetical protein"
"173008_s_at"	"1.55e-02"	"2.35e-04"	"14.80685"	"ZC239.1///nhr-88"	"pseudo///Nuclear Hormone Receptor family"
"189282_at"	"1.55e-02"	"2.35e-04"	"14.7939"	"cyp-35C1"	"CYtochrome P450 family"
"188713_at"	"1.57e-02"	"2.39e-04"	"14.74673"	"Y17G9B.4"	"Peptidyl-prolyl cis-trans isomerase"
"172767_x_at"	"1.57e-02"	"2.40e-04"	"14.73243"	"H28G03.5///Y57E12AL.3"	"pseudo///pseudo"
"181722_s_at"	"1.58e-02"	"2.42e-04"	"14.69801"	"T01D1.4"	"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase homolog 1"
"172706_x_at"	"1.59e-02"	"2.45e-04"	"14.66733"	"F53F1.4"	"hypothetical protein"
"181935_s_at"	"1.60e-02"	"2.45e-04"	"14.65682"	"ril-2"	"RNAi-Induced Longevity"
"189785_at"	"1.62e-02"	"2.50e-04"	"14.59111"	"C56A3.6"	"hypothetical protein"
"186070_at"	"1.62e-02"	"2.51e-04"	"14.58342"	"gpa-17"	"G Protein, Alpha subunit"
"190488_at"	"1.63e-02"	"2.54e-04"	"14.5487"	"T26C12.1"	"Acetolactate synthase-like protein"
"179480_at"	"1.64e-02"	"2.56e-04"	"14.51956"	"fbxa-141"	"F-box A protein"
"184079_at"	"1.66e-02"	"2.59e-04"	"14.47917"	"fpn-1.2"	"FerroPortiN"
"181447_at"	"1.67e-02"	"2.62e-04"	"14.44581"	"math-38"	"MATH (meprin-associated Traf homology) domain containing"
"179098_at"	"1.67e-02"	"2.62e-04"	"14.43826"	"T19C9.8"	"hypothetical protein"
"189169_s_at"	"1.67e-02"	"2.63e-04"	"14.43243"	"fmo-5"	"Dimethylaniline monooxygenase [N-oxide-forming]"
"172947_at"	"1.71e-02"	"2.69e-04"	"14.34809"	"pdi-2"	"Protein Disulfide Isomerase"
"174420_at"	"1.71e-02"	"2.71e-04"	"14.32972"	"F29C6.1"	"hypothetical protein"
"189409_at"	"1.73e-02"	"2.76e-04"	"14.2733"	"cyp-35A4"	"CYtochrome P450 family"
"194259_x_at"	"1.73e-02"	"2.76e-04"	"14.27017"	"K06A9.1"	"hypothetical protein"
"174297_at"	"1.74e-02"	"2.78e-04"	"14.24973"	"pyp-1"	"Probable inorganic pyrophosphatase 1"
"189151_s_at"	"1.74e-02"	"2.78e-04"	"14.24841"	"T16G12.1"	"hypothetical protein"
"173634_at"	"1.76e-02"	"2.83e-04"	"14.18887"	"lact-3"	"beta-LACTamase domain containing"
"187621_s_at"	"1.78e-02"	"2.86e-04"	"14.15631"	"ufbp-1"	"DDRGK domain-containing protein 1"
"175425_at"	"1.78e-02"	"2.87e-04"	"14.1439"	"aat-5"	"Amino Acid Transporter"
"181414_at"	"1.79e-02"	"2.90e-04"	"14.11465"	"F41C3.1"	"hypothetical protein"
"179093_at"	"1.79e-02"	"2.90e-04"	"14.11423"	"T16G1.4"	"hypothetical protein"
"179543_s_at"	"1.79e-02"	"2.92e-04"	"14.09295"	"fitm-2"	"FIT family protein fitm-2"
"193659_at"	"1.80e-02"	"2.93e-04"	"14.07592"	"gpdh-1"	"Glycerol-3-phosphate dehydrogenase [NAD(+)]"
"172251_x_at"	"1.81e-02"	"2.96e-04"	"14.04455"	"C04C3.4"	"hypothetical protein"
"189836_at"	"1.81e-02"	"2.97e-04"	"14.02869"	"cept-1"	"Choline/EthanolaminePhosphoTransferase"
"181492_at"	"1.82e-02"	"2.99e-04"	"14.00821"	"C39B5.14"	"hypothetical protein"
"186760_at"	"1.83e-02"	"3.01e-04"	"13.98961"	"Y51H7C.13"	"hypothetical protein"
"189944_at"	"1.86e-02"	"3.08e-04"	"13.92036"	"F48E3.2"	"hypothetical protein"
"176680_at"	"1.86e-02"	"3.09e-04"	"13.91209"	"C45B2.2"	"hypothetical protein"
"175238_s_at"	"1.86e-02"	"3.09e-04"	"13.90529"	"pho-1"	"Intestinal acid phosphatase"
"173727_s_at"	"1.88e-02"	"3.13e-04"	"13.86781"	"drd-2"	"dietary restriction down regulated"
"176659_s_at"	"1.88e-02"	"3.14e-04"	"13.85913"	"trap-3"	"TRanslocon-Associated Protein"
"191774_at"	"1.89e-02"	"3.17e-04"	"13.82658"	"Y32F6A.5"	"hypothetical protein"
"183652_at"	"1.89e-02"	"3.17e-04"	"13.82578"	"far-7"	"Fatty Acid/Retinol binding protein"
"194142_x_at"	"1.90e-02"	"3.19e-04"	"13.8026"	"icl-1"	"Malate synthase"
"172757_x_at"	"1.94e-02"	"3.28e-04"	"13.72042"	"ZK678.3"	"hypothetical protein"
"189686_at"	"1.95e-02"	"3.29e-04"	"13.70621"	"T08B1.1"	"hypothetical protein"
"183251_s_at"	"1.95e-02"	"3.32e-04"	"13.68473"	"mth-2"	"MeTHuselah (Drosophila aging-associated GPCR) homolog"
"191752_at"	"1.95e-02"	"3.32e-04"	"13.68276"	"folt-1"	"Folate transporter 1"
"194151_x_at"	"1.96e-02"	"3.36e-04"	"13.64725"	"mtl-2"	"Metallothionein-2"
"194167_s_at"	"1.96e-02"	"3.36e-04"	"13.64483"	"vgln-1"	"ViGiLN homolog"
"177111_at"	"1.96e-02"	"3.36e-04"	"13.64059"	"smg-3"	"Suppressor with Morphological effect on Genitalia"
"193592_s_at"	"1.97e-02"	"3.39e-04"	"13.61524"	"T01G5.1"	"hypothetical protein"
"192909_at"	"1.98e-02"	"3.41e-04"	"13.59556"	"D2030.2"	"hypothetical protein"
"187810_at"	"1.98e-02"	"3.42e-04"	"13.58624"	"glc-4"	"Glutamate-gated ChLoride channel"
"190815_s_at"	"1.99e-02"	"3.44e-04"	"13.56848"	"K10C2.1"	"Carboxypeptidase"
"191494_s_at"	"2.00e-02"	"3.49e-04"	"13.52867"	"ZK1320.9"	"hypothetical protein"
"173361_s_at"	"2.00e-02"	"3.49e-04"	"13.52435"	"Y105E8A.24"	"Y105E8A.24"
"188598_at"	"2.01e-02"	"3.51e-04"	"13.5066"	"chil-23"	"CHItinase-Like"
"172070_x_at"	"2.01e-02"	"3.53e-04"	"13.49391"	"K06A9.1"	"hypothetical protein"
"180704_at"	"2.06e-02"	"3.63e-04"	"13.40612"	"F56C3.9"	"hypothetical protein"
"185619_s_at"	"2.06e-02"	"3.64e-04"	"13.39872"	"C23H5.8"	"hypothetical protein"
"190260_at"	"2.06e-02"	"3.64e-04"	"13.39261"	"nhr-179"	"Nuclear Hormone Receptor family"
"188060_s_at"	"2.06e-02"	"3.65e-04"	"13.38652"	"ptr-23"	"PaTched Related family"
"172248_x_at"	"2.07e-02"	"3.67e-04"	"13.37121"	"T20G5.8"	"hypothetical protein"
"176499_at"	"2.08e-02"	"3.69e-04"	"13.35068"	"ceh-44"	"Homeobox protein cut-like ceh-44"
"179651_s_at"	"2.09e-02"	"3.73e-04"	"13.32154"	"fbxa-156"	"F-box A protein"
"172773_x_at"	"2.12e-02"	"3.78e-04"	"13.278"	"nhr-88"	"Nuclear Hormone Receptor family"
"189238_at"	"2.15e-02"	"3.85e-04"	"13.22585"	"W03F8.2"	"pseudo"
"183838_s_at"	"2.16e-02"	"3.87e-04"	"13.20837"	"twk-33"	"TWiK family of potassium channels"
"177139_s_at"	"2.16e-02"	"3.89e-04"	"13.18729"	"vha-11"	"V-type proton ATPase subunit C"
"191274_s_at"	"2.16e-02"	"3.90e-04"	"13.18587"	"pcp-3"	"Prolyl Carboxy Peptidase like"
"187114_at"	"2.18e-02"	"3.94e-04"	"13.1536"	"Y110A7A.7"	"hypothetical protein"
"173490_s_at"	"2.19e-02"	"3.98e-04"	"13.12198"	"F09F7.7"	"DNA N6-methyl adenine demethylase"
"190254_at"	"2.19e-02"	"3.98e-04"	"13.12055"	"sdz-8"	"SKN-1 Dependent Zygotic transcript"
"176743_s_at"	"2.21e-02"	"4.03e-04"	"13.0811"	"clec-69///clec-67"	"pseudo///C-type LECtin"
"184287_at"	"2.23e-02"	"4.07e-04"	"13.05663"	"Y62E10A.6"	"NADPH:adrenodoxin oxidoreductase, mitochondrial"
"184367_s_at"	"2.23e-02"	"4.08e-04"	"13.04304"	"Y43F11A.6"	"pseudo"
"185975_s_at"	"2.28e-02"	"4.18e-04"	"12.97612"	"Y40C5A.4"	"hypothetical protein"
"187910_at"	"2.28e-02"	"4.21e-04"	"12.95197"	"fat-3"	"Delta(6)-fatty-acid desaturase fat-3"
"191860_at"	"2.28e-02"	"4.21e-04"	"12.95179"	"ZK822.5"	"hypothetical protein"
"177128_at"	"2.29e-02"	"4.24e-04"	"12.93385"	"fgt-1"	"Facilitated glucose transporter protein 1"
"AFFX-PheX-M_at"	"2.30e-02"	"4.27e-04"	"12.90914"	""	""
"191753_at"	"2.30e-02"	"4.27e-04"	"12.90876"	"nep-17"	"NEPrilysin metallopeptidase family"
"188162_at"	"2.30e-02"	"4.28e-04"	"12.89987"	"catp-3"	"Cation transporting ATPase"
"187495_s_at"	"2.30e-02"	"4.30e-04"	"12.89124"	"acdh-9"	"Acyl CoA DeHydrogenase"
"184624_s_at"	"2.30e-02"	"4.31e-04"	"12.87972"	"C25H3.10"	"hypothetical protein"
"178671_at"	"2.30e-02"	"4.32e-04"	"12.87625"	"F56D5.4"	"pseudo"
"178679_at"	"2.31e-02"	"4.33e-04"	"12.86605"	"fbxa-140"	"F-box A protein"
"185574_at"	"2.31e-02"	"4.35e-04"	"12.85184"	"clec-204"	"C-type LECtin"
"AFFX-r2-Bs-lys-M_at"	"2.32e-02"	"4.37e-04"	"12.84056"	""	""
"172481_x_at"	"2.34e-02"	"4.43e-04"	"12.79671"	"math-3"	"MATH (meprin-associated Traf homology) domain containing"
"191511_at"	"2.34e-02"	"4.44e-04"	"12.79453"	"sri-73"	"Serpentine Receptor, class I"
"184093_at"	"2.36e-02"	"4.49e-04"	"12.75948"	"trx-3"	"ThioRedoXin [see also xtr]"
"186521_at"	"2.36e-02"	"4.50e-04"	"12.75323"	"F21C10.10"	"hypothetical protein"
"185275_at"	"2.38e-02"	"4.54e-04"	"12.72718"	""	""
"192843_at"	"2.40e-02"	"4.60e-04"	"12.69036"	"coq-1"	"COenzyme Q (ubiquinone) biosynthesis"
"193213_at"	"2.45e-02"	"4.72e-04"	"12.61355"	"ifc-1"	"Intermediate filament protein ifc-1"
"176003_at"	"2.45e-02"	"4.72e-04"	"12.61064"	"nhr-99"	"Nuclear Hormone Receptor family"
"182578_at"	"2.45e-02"	"4.72e-04"	"12.6091"	"mtp-18"	"Mitochondrial fission process protein 1"
"184059_at"	"2.46e-02"	"4.76e-04"	"12.58765"	"clec-206"	"C-type LECtin"
"172737_x_at"	"2.48e-02"	"4.81e-04"	"12.55704"	"efk-1"	"Eukaryotic elongation factor 2 kinase"
"188756_s_at"	"2.48e-02"	"4.82e-04"	"12.54972"	"pcp-4"	"Prolyl Carboxy Peptidase like"
"185864_at"	"2.50e-02"	"4.87e-04"	"12.5187"	"srr-4"	"Serpentine Receptor, class R"
"182498_at"	"2.50e-02"	"4.88e-04"	"12.51408"	"H25K10.1"	"Purple acid phosphatase"
"184912_s_at"	"2.50e-02"	"4.88e-04"	"12.51209"	"clec-118///clec-144"	"C-type LECtin///C-type LECtin"
"182246_at"	"2.50e-02"	"4.89e-04"	"12.50806"	"F54D7.2"	"hypothetical protein"
"188674_at"	"2.50e-02"	"4.91e-04"	"12.49443"	"skpo-3"	"ShK domain and PerOxidase domain containing protein"
"187096_at"	"2.53e-02"	"4.98e-04"	"12.4539"	"Y113G7B.14"	"pseudo"
"187222_at"	"2.58e-02"	"5.08e-04"	"12.39637"	"D1044.1"	"Uncharacterized kinase-like protein D1044.1"
"172765_x_at"	"2.58e-02"	"5.10e-04"	"12.38461"	""	""
"175556_at"	"2.58e-02"	"5.11e-04"	"12.38008"	"F34H10.3"	"hypothetical protein"
"172353_x_at"	"2.63e-02"	"5.22e-04"	"12.3165"	"C02E7.6"	"hypothetical protein"
"179478_at"	"2.63e-02"	"5.24e-04"	"12.30825"	"C44H9.6"	"hypothetical protein"
"172581_s_at"	"2.63e-02"	"5.24e-04"	"12.3081"	"F32D8.11"	"hypothetical protein"
"AFFX-PheX-3_at"	"2.71e-02"	"5.42e-04"	"12.20968"	""	""
"189297_at"	"2.72e-02"	"5.44e-04"	"12.2008"	"cyp-33E2"	"CYtochrome P450 family"
"192170_s_at"	"2.74e-02"	"5.54e-04"	"12.14692"	"F48E8.3"	"hypothetical protein"
"174957_s_at"	"2.74e-02"	"5.55e-04"	"12.14081"	"oac-31"	"O-ACyltransferase homolog"
"186492_s_at"	"2.74e-02"	"5.56e-04"	"12.13706"	"pud-2.1///pud-2.2"	"Protein Up-regulated in Daf-2(gf)///Protein Up-regulated in Daf-2(gf)"
"187238_at"	"2.74e-02"	"5.57e-04"	"12.13505"	"F52B11.2"	"Probable phosphomannomutase"
"189507_at"	"2.74e-02"	"5.57e-04"	"12.13313"	"sptl-1"	"Serine Palmitoyl Transferase famiLy"
"177489_at"	"2.74e-02"	"5.57e-04"	"12.13277"	"C05E7.2"	"hypothetical protein"
"186989_at"	"2.74e-02"	"5.58e-04"	"12.12782"	"nhr-144"	"pseudo"
"178934_at"	"2.74e-02"	"5.59e-04"	"12.12108"	"nlp-8"	"Neuropeptide-Like Protein"
"183958_s_at"	"2.76e-02"	"5.64e-04"	"12.09743"	"mtch-1"	"MiTochondrial Carrier Homolog"
"191466_at"	"2.76e-02"	"5.64e-04"	"12.09591"	"ugt-33"	"UDP-GlucuronosylTransferase"
"172136_x_at"	"2.76e-02"	"5.67e-04"	"12.08283"	"H28G03.5"	"pseudo"
"187682_s_at"	"2.76e-02"	"5.68e-04"	"12.07692"	"har-1"	"Hemiasterlin resistant protein 1"
"173695_s_at"	"2.78e-02"	"5.73e-04"	"12.05275"	"T01H3.2"	"hypothetical protein"
"173149_at"	"2.79e-02"	"5.77e-04"	"12.03431"	"rrn-3.1"	"26S ribosomal RNA"
"174732_s_at"	"2.81e-02"	"5.81e-04"	"12.0137"	""	""
"179617_at"	"2.81e-02"	"5.83e-04"	"12.00399"	"fbxa-93"	"pseudo"
"189972_at"	"2.81e-02"	"5.84e-04"	"11.9982"	"gba-1"	"Putative glucosylceramidase 1"
"173307_s_at"	"2.83e-02"	"5.90e-04"	"11.97156"	"fig-1///fig-1"	"Protein FIG-1///hypothetical protein"
"173862_s_at"	"2.83e-02"	"5.90e-04"	"11.96746"	"F15E6.6"	"hypothetical protein"
"AFFX-LysX-3_at"	"2.83e-02"	"5.91e-04"	"11.96602"	""	""
"180627_at"	"2.89e-02"	"6.05e-04"	"11.89892"	"K04F1.9"	"hypothetical protein"
"192628_at"	"2.89e-02"	"6.06e-04"	"11.89281"	"glc-1"	"Glutamate-gated chloride channel alpha"
"189453_s_at"	"2.90e-02"	"6.09e-04"	"11.8792"	"cpd-1"	"CarboxyPeptidase D family"
"182480_at"	"2.90e-02"	"6.11e-04"	"11.87164"	"K10D11.3"	"hypothetical protein"
"189842_s_at"	"2.94e-02"	"6.22e-04"	"11.82275"	"cts-1"	"Probable citrate synthase, mitochondrial"
"182278_s_at"	"2.95e-02"	"6.25e-04"	"11.80853"	"math-34"	"MATH (meprin-associated Traf homology) domain containing"
"188329_at"	"2.96e-02"	"6.29e-04"	"11.79136"	"aph-2"	"Nicastrin"
"173989_s_at"	"2.99e-02"	"6.35e-04"	"11.76156"	"asp-6"	"Aspartic protease 6"
"177660_at"	"3.00e-02"	"6.38e-04"	"11.74841"	"ZK596.1"	"hypothetical protein"
"189732_at"	"3.00e-02"	"6.40e-04"	"11.7401"	"drd-1"	"dietary restriction down regulated"
"191527_s_at"	"3.00e-02"	"6.42e-04"	"11.73114"	"best-5"	"Bestrophin homolog 5"
"189025_at"	"3.00e-02"	"6.42e-04"	"11.73114"	"D2063.1"	"hypothetical protein"
"173704_s_at"	"3.00e-02"	"6.45e-04"	"11.7217"	"W07B8.4"	"hypothetical protein"
"172627_x_at"	"3.03e-02"	"6.52e-04"	"11.69034"	"Y105C5A.12///Y105C5A.13"	"hypothetical protein///hypothetical protein"
"173928_at"	"3.03e-02"	"6.54e-04"	"11.68052"	"maf-1"	"MAF (MusculoAponeurotic Fibrosarcoma) transcription factor homolog"
"193611_at"	"3.03e-02"	"6.54e-04"	"11.67941"	"gst-1"	"Glutathione S-transferase P"
"191533_s_at"	"3.03e-02"	"6.58e-04"	"11.66573"	"fig-1"	"hypothetical protein"
"181428_at"	"3.03e-02"	"6.59e-04"	"11.65957"	"F13B6.1"	"hypothetical protein"
"178774_s_at"	"3.03e-02"	"6.60e-04"	"11.65435"	"T13F3.6"	"hypothetical protein"
"175804_s_at"	"3.03e-02"	"6.62e-04"	"11.6486"	"slc-28.2"	"SLC (SoLute Carrier) homolog"
"189690_s_at"	"3.03e-02"	"6.62e-04"	"11.64779"	"T14G8.3"	"hypothetical protein"
"189667_at"	"3.04e-02"	"6.65e-04"	"11.63418"	"cyp-36A1"	"Probable cytochrome P450 CYP36A1"
"186239_at"	"3.04e-02"	"6.67e-04"	"11.62547"	"clec-53"	"C-type LECtin"
"190694_s_at"	"3.11e-02"	"6.86e-04"	"11.55154"	"alh-6"	"ALdehyde deHydrogenase"
"191965_at"	"3.11e-02"	"6.88e-04"	"11.54207"	"enpl-1"	"Endoplasmin homolog"
"172717_x_at"	"3.11e-02"	"6.88e-04"	"11.54088"	"slo-2"	"SLOwpoke potassium channel family"
